year,plot,block,quad,species,rel.cov,lat.name
2010,F10,1,6,Bet nan,0.358,Betula nana
2010,F10,1,7,Bet nan,0.222,Betula nana
2010,F10,1,8,Bet nan,0.419,Betula nana
2010,CT,2,1,Bet nan,0.132,Betula nana
2010,CT,2,2,Bet nan,0.178,Betula nana
2010,CT,2,3,Bet nan,0.189,Betula nana
2010,CT,2,4,Bet nan,0.219,Betula nana
2010,CT,2,5,Bet nan,0.094,Betula nana
2010,CT,2,6,Bet nan,0.021,Betula nana
2010,CT,2,7,Bet nan,0.067,Betula nana
2010,CT,2,8,Bet nan,0.161,Betula nana
2010,F5,2,1,Bet nan,0.224,Betula nana
2010,F5,2,2,Bet nan,0.265,Betula nana
2010,F5,2,3,Bet nan,0.172,Betula nana
2010,F5,2,4,Bet nan,0.161,Betula nana
2010,F5,2,5,Bet nan,0.211,Betula nana
2010,F5,2,6,Bet nan,0.222,Betula nana
2010,F5,2,7,Bet nan,0.211,Betula nana
2010,F5,2,8,Bet nan,0.142,Betula nana
2010,F10,2,1,Bet nan,0.374,Betula nana
2010,F10,2,2,Bet nan,0.292,Betula nana
2010,F10,2,3,Bet nan,0.396,Betula nana
2010,F10,2,4,Bet nan,0.269,Betula nana
2010,F10,2,5,Bet nan,0.413,Betula nana
2010,F10,2,6,Bet nan,0.326,Betula nana
2010,F10,2,7,Bet nan,0.517,Betula nana
2010,F10,2,8,Bet nan,0.374,Betula nana
2010,CT,3,1,Bet nan,0.093,Betula nana
2010,CT,3,2,Bet nan,0.18,Betula nana
2010,CT,3,3,Bet nan,0.121,Betula nana
2010,CT,3,4,Bet nan,0.075,Betula nana
2010,CT,3,5,Bet nan,0.074,Betula nana
2010,CT,3,6,Bet nan,0.151,Betula nana
2010,CT,3,7,Bet nan,0.169,Betula nana
2010,CT,3,8,Bet nan,0.188,Betula nana
2010,F5,3,1,Bet nan,0.105,Betula nana
2010,F5,3,2,Bet nan,0.087,Betula nana
2010,F5,3,3,Bet nan,0.21,Betula nana
2010,F5,3,4,Bet nan,0.216,Betula nana
2010,F5,3,5,Bet nan,0.235,Betula nana
2010,F5,3,6,Bet nan,0.177,Betula nana
2010,F5,3,7,Bet nan,0.161,Betula nana
2010,F5,3,8,Bet nan,0.313,Betula nana
2010,F10,3,1,Bet nan,0.178,Betula nana
2010,F10,3,2,Bet nan,0.148,Betula nana
2010,F10,3,3,Bet nan,0.118,Betula nana
2010,F10,3,4,Bet nan,0.355,Betula nana
2010,F10,3,5,Bet nan,0.194,Betula nana
2010,F10,3,6,Bet nan,0.188,Betula nana
2010,F10,3,7,Bet nan,0.187,Betula nana
2010,F10,3,8,Bet nan,0.299,Betula nana
2011,CT,1,1,Bet nan,0.028368794,Betula nana
2011,CT,1,2,Bet nan,0.108108108,Betula nana
2011,CT,1,3,Bet nan,0.115942029,Betula nana
2011,CT,1,4,Bet nan,0.3,Betula nana
2011,CT,1,5,Bet nan,0.216216216,Betula nana
2011,CT,1,6,Bet nan,0.201680672,Betula nana
2011,CT,1,7,Bet nan,0.137931034,Betula nana
2011,CT,1,8,Bet nan,0.096,Betula nana
2011,F5,1,1,Bet nan,0.177777778,Betula nana
2011,F5,1,2,Bet nan,0.123076923,Betula nana
2011,F5,1,3,Bet nan,0.333333333,Betula nana
2011,F5,1,4,Bet nan,0.309859155,Betula nana
2011,F5,1,5,Bet nan,0.035087719,Betula nana
2011,F5,1,6,Bet nan,0.236363636,Betula nana
2011,F5,1,7,Bet nan,0.264705882,Betula nana
2011,F5,1,8,Bet nan,0.058252427,Betula nana
2011,F10,1,1,Bet nan,0.288135593,Betula nana
2011,F10,1,2,Bet nan,0.247787611,Betula nana
2011,F10,1,3,Bet nan,0.324786325,Betula nana
2011,F10,1,4,Bet nan,0.216216216,Betula nana
2011,F10,1,5,Bet nan,0.061538462,Betula nana
2011,F10,1,6,Bet nan,0.25,Betula nana
2011,F10,1,7,Bet nan,0.288,Betula nana
2011,F10,1,8,Bet nan,0.315789474,Betula nana
2011,CT,2,1,Bet nan,0.076923077,Betula nana
2011,CT,2,2,Bet nan,0.118518519,Betula nana
2011,CT,2,3,Bet nan,0.223776224,Betula nana
2011,CT,2,4,Bet nan,0.192090395,Betula nana
2011,CT,2,5,Bet nan,0.076335878,Betula nana
2011,CT,2,6,Bet nan,0.015625,Betula nana
2011,CT,2,7,Bet nan,0.083916084,Betula nana
2011,CT,2,8,Bet nan,0.132231405,Betula nana
2011,F5,2,1,Bet nan,0.070175439,Betula nana
2011,F5,2,2,Bet nan,0.140350877,Betula nana
2011,F5,2,3,Bet nan,0.148760331,Betula nana
2011,F5,2,4,Bet nan,0.172661871,Betula nana
2011,F5,2,5,Bet nan,0.36,Betula nana
2011,F5,2,6,Bet nan,0.331360947,Betula nana
2011,F5,2,7,Bet nan,0.207792208,Betula nana
2011,F5,2,8,Bet nan,0.198347107,Betula nana
2011,F10,2,1,Bet nan,0.6,Betula nana
2011,F10,2,2,Bet nan,0.316384181,Betula nana
2011,F10,2,3,Bet nan,0.43373494,Betula nana
2011,F10,2,4,Bet nan,0.281081081,Betula nana
2011,F10,2,5,Bet nan,0.503225806,Betula nana
2011,F10,2,6,Bet nan,0.323529412,Betula nana
2011,F10,2,7,Bet nan,0.604651163,Betula nana
2011,F10,2,8,Bet nan,0.61627907,Betula nana
2011,CT,3,1,Bet nan,0.040816327,Betula nana
2011,CT,3,2,Bet nan,0.108695652,Betula nana
2011,CT,3,3,Bet nan,0.229299363,Betula nana
2011,CT,3,4,Bet nan,0.2125,Betula nana
2011,CT,3,5,Bet nan,0.234234234,Betula nana
2011,CT,3,6,Bet nan,0.145454545,Betula nana
2011,CT,3,7,Bet nan,0.138461538,Betula nana
2011,CT,3,8,Bet nan,0.165289256,Betula nana
2011,F5,3,1,Bet nan,0.105263158,Betula nana
2011,F5,3,2,Bet nan,0.060150376,Betula nana
2011,F5,3,3,Bet nan,0.240506329,Betula nana
2011,F5,3,4,Bet nan,0.116788321,Betula nana
2011,F5,3,5,Bet nan,0.225806452,Betula nana
2011,F5,3,6,Bet nan,0.227642276,Betula nana
2011,F5,3,7,Bet nan,0.15483871,Betula nana
2011,F5,3,8,Bet nan,0.293333333,Betula nana
2011,F10,3,1,Bet nan,0.279329609,Betula nana
2011,F10,3,2,Bet nan,0.285714286,Betula nana
2011,F10,3,3,Bet nan,0.133333333,Betula nana
2011,F10,3,4,Bet nan,0.522727273,Betula nana
2011,F10,3,5,Bet nan,0.342465753,Betula nana
2011,F10,3,6,Bet nan,0.339181287,Betula nana
2011,F10,3,7,Bet nan,0.322981366,Betula nana
2011,F10,3,8,Bet nan,0.356756757,Betula nana
2012,CT,1,1,Bet nan,0.0748,Betula nana
2012,CT,1,2,Bet nan,0.2162,Betula nana
2012,CT,1,3,Bet nan,0.2957,Betula nana
2012,CT,1,4,Bet nan,0.3971,Betula nana
2012,CT,1,5,Bet nan,0.2326,Betula nana
2012,CT,1,6,Bet nan,0.3729,Betula nana
2012,CT,1,7,Bet nan,0.209,Betula nana
2012,CT,1,8,Bet nan,0.15,Betula nana
2012,F2,1,1,Bet nan,0.1212,Betula nana
2012,F2,1,2,Bet nan,0.0702,Betula nana
2012,F2,1,3,Bet nan,0.08,Betula nana
2012,F2,1,4,Bet nan,0.1967,Betula nana
2012,F2,1,5,Bet nan,0.1154,Betula nana
2012,F2,1,6,Bet nan,0.2821,Betula nana
2012,F2,1,7,Bet nan,0.0612,Betula nana
2012,F2,1,8,Bet nan,0.313,Betula nana
2012,F5,1,1,Bet nan,0.0862,Betula nana
2012,F5,1,2,Bet nan,0.1875,Betula nana
2012,F5,1,3,Bet nan,0.4252,Betula nana
2012,F5,1,4,Bet nan,0.3438,Betula nana
2012,F5,1,5,Bet nan,0.0374,Betula nana
2012,F5,1,6,Bet nan,0.3833,Betula nana
2012,F5,1,7,Bet nan,0.2586,Betula nana
2012,F5,1,8,Bet nan,0.1165,Betula nana
2012,F10,1,1,Bet nan,0.233,Betula nana
2012,F10,1,2,Bet nan,0.2462,Betula nana
2012,F10,1,3,Bet nan,0.3364,Betula nana
2012,F10,1,5,Bet nan,0.1007,Betula nana
2012,F10,1,6,Bet nan,0.1549,Betula nana
2012,F10,1,7,Bet nan,0.24,Betula nana
2012,F10,1,8,Bet nan,0.5079,Betula nana
2012,CT,2,1,Bet nan,0.0828,Betula nana
2012,CT,2,2,Bet nan,0.1103,Betula nana
2012,CT,2,3,Bet nan,0.0863,Betula nana
2012,CT,2,4,Bet nan,0.3372,Betula nana
2012,CT,2,5,Bet nan,0.1088,Betula nana
2012,CT,2,6,Bet nan,0.0348,Betula nana
2012,CT,2,7,Bet nan,0.0845,Betula nana
2012,CT,2,8,Bet nan,0.1983,Betula nana
2012,F2,2,1,Bet nan,0.107,Betula nana
2012,F2,2,2,Bet nan,0.2635,Betula nana
2012,F2,2,3,Bet nan,0.141,Betula nana
2012,F2,2,4,Bet nan,0.1304,Betula nana
2012,F2,2,5,Bet nan,0.0909,Betula nana
2012,F2,2,6,Bet nan,0.1071,Betula nana
2012,F2,2,7,Bet nan,0.0694,Betula nana
2012,F2,2,8,Bet nan,0.2331,Betula nana
2012,F5,2,1,Bet nan,0.229,Betula nana
2012,F5,2,2,Bet nan,0.3284,Betula nana
2012,F5,2,3,Bet nan,0.2833,Betula nana
2012,F5,2,4,Bet nan,0.2877,Betula nana
2012,F5,2,5,Bet nan,0.3262,Betula nana
2012,F5,2,6,Bet nan,0.3046,Betula nana
2012,F5,2,7,Bet nan,0.1322,Betula nana
2012,F5,2,8,Bet nan,0.2286,Betula nana
2012,F10,2,1,Bet nan,0.4348,Betula nana
2012,F10,2,2,Bet nan,0.2772,Betula nana
2012,F10,2,3,Bet nan,0.2617,Betula nana
2012,F10,2,4,Bet nan,0.1857,Betula nana
2012,F10,2,5,Bet nan,0.3946,Betula nana
2012,F10,2,6,Bet nan,0.4252,Betula nana
2012,F10,2,7,Bet nan,0.4444,Betula nana
2012,F10,2,8,Bet nan,0.4783,Betula nana
2012,CT,3,1,Bet nan,0.043,Betula nana
2012,CT,3,2,Bet nan,0.1519,Betula nana
2012,CT,3,3,Bet nan,0.2917,Betula nana
2012,CT,3,4,Bet nan,0.3299,Betula nana
2012,CT,3,5,Bet nan,0.1081,Betula nana
2012,CT,3,6,Bet nan,0.1714,Betula nana
2012,CT,3,7,Bet nan,0.25,Betula nana
2012,CT,3,8,Bet nan,0.2708,Betula nana
2012,F2,3,1,Bet nan,0.3529,Betula nana
2012,F2,3,2,Bet nan,0.3309,Betula nana
2012,F2,3,3,Bet nan,0.208,Betula nana
2012,F2,3,4,Bet nan,0.0719,Betula nana
2012,F2,3,5,Bet nan,0.386,Betula nana
2012,F2,3,6,Bet nan,0.3409,Betula nana
2012,F2,3,7,Bet nan,0.3097,Betula nana
2012,F2,3,8,Bet nan,0.2458,Betula nana
2012,F5,3,1,Bet nan,0.3788,Betula nana
2012,F5,3,2,Bet nan,0.2857,Betula nana
2012,F5,3,3,Bet nan,0.4074,Betula nana
2012,F5,3,4,Bet nan,0.3011,Betula nana
2012,F5,3,5,Bet nan,0.375,Betula nana
2012,F5,3,6,Bet nan,0.2034,Betula nana
2012,F5,3,7,Bet nan,0.2453,Betula nana
2012,F5,3,8,Bet nan,0.2523,Betula nana
2012,F10,3,1,Bet nan,0.2449,Betula nana
2012,F10,3,2,Bet nan,0.1875,Betula nana
2012,F10,3,3,Bet nan,0.24,Betula nana
2012,F10,3,4,Bet nan,0.439,Betula nana
2012,F10,3,5,Bet nan,0.2292,Betula nana
2012,F10,3,6,Bet nan,0.3019,Betula nana
2012,F10,3,7,Bet nan,0.3186,Betula nana
2012,F10,3,8,Bet nan,0.3878,Betula nana
2013,CT,1,1,Bet nan,0.0455,Betula nana
2013,CT,1,2,Bet nan,0.2143,Betula nana
2013,CT,1,3,Bet nan,0.1972,Betula nana
2013,CT,1,4,Bet nan,0.3333,Betula nana
2013,CT,1,5,Bet nan,0.2574,Betula nana
2013,CT,1,6,Bet nan,0.3401,Betula nana
2013,CT,1,7,Bet nan,0.1951,Betula nana
2013,CT,1,8,Bet nan,0.2202,Betula nana
2013,F2,1,1,Bet nan,0.0745,Betula nana
2013,F2,1,2,Bet nan,0.0833,Betula nana
2013,F2,1,3,Bet nan,0.12,Betula nana
2013,F2,1,4,Bet nan,0.1375,Betula nana
2013,F2,1,5,Bet nan,0.2128,Betula nana
2013,F2,1,6,Bet nan,0.228,Betula nana
2013,F2,1,7,Bet nan,0.1392,Betula nana
2013,F2,1,8,Bet nan,0.0471,Betula nana
2013,F5,1,1,Bet nan,0.1261,Betula nana
2013,F5,1,3,Bet nan,0.4279,Betula nana
2013,F5,1,4,Bet nan,0.4324,Betula nana
2013,F5,1,5,Bet nan,0.1119,Betula nana
2013,F5,1,6,Bet nan,0.3616,Betula nana
2013,F5,1,7,Bet nan,0.1067,Betula nana
2013,F5,1,8,Bet nan,0.1229,Betula nana
2013,F10,1,1,Bet nan,0.1538,Betula nana
2013,F10,1,2,Bet nan,0.3529,Betula nana
2013,F10,1,3,Bet nan,0.3852,Betula nana
2013,F10,1,4,Bet nan,0.2778,Betula nana
2013,F10,1,5,Bet nan,0.124,Betula nana
2013,F10,1,6,Bet nan,0.507,Betula nana
2013,F10,1,7,Bet nan,0.5233,Betula nana
2013,F10,1,8,Bet nan,0.6409,Betula nana
2013,CT,2,1,Bet nan,0.0892,Betula nana
2013,CT,2,2,Bet nan,0.1325,Betula nana
2013,CT,2,3,Bet nan,0.2222,Betula nana
2013,CT,2,4,Bet nan,0.3023,Betula nana
2013,CT,2,5,Bet nan,0.1074,Betula nana
2013,CT,2,6,Bet nan,0.0392,Betula nana
2013,CT,2,7,Bet nan,0.1782,Betula nana
2013,CT,2,8,Bet nan,0.2011,Betula nana
2013,F2,2,1,Bet nan,0.2564,Betula nana
2013,F2,2,2,Bet nan,0.3571,Betula nana
2013,F2,2,3,Bet nan,0.1463,Betula nana
2013,F2,2,4,Bet nan,0.1242,Betula nana
2013,F2,2,5,Bet nan,0.3005,Betula nana
2013,F2,2,6,Bet nan,0.1081,Betula nana
2013,F2,2,7,Bet nan,0.1529,Betula nana
2013,F2,2,8,Bet nan,0.1647,Betula nana
2013,F5,2,1,Bet nan,0.2602,Betula nana
2013,F5,2,2,Bet nan,0.2474,Betula nana
2013,F5,2,3,Bet nan,0.3636,Betula nana
2013,F5,2,4,Bet nan,0.2092,Betula nana
2013,F5,2,5,Bet nan,0.2308,Betula nana
2013,F5,2,6,Bet nan,0.3399,Betula nana
2013,F5,2,7,Bet nan,0.1732,Betula nana
2013,F5,2,8,Bet nan,0.292,Betula nana
2013,F10,2,1,Bet nan,0.56,Betula nana
2013,F10,2,2,Bet nan,0.2639,Betula nana
2013,F10,2,3,Bet nan,0.411,Betula nana
2013,F10,2,4,Bet nan,0.3952,Betula nana
2013,F10,2,5,Bet nan,0.5253,Betula nana
2013,F10,2,6,Bet nan,0.4918,Betula nana
2013,F10,2,7,Bet nan,0.5357,Betula nana
2013,F10,2,8,Bet nan,0.3333,Betula nana
2013,CT,3,1,Bet nan,0.08,Betula nana
2013,CT,3,2,Bet nan,0.2336,Betula nana
2013,CT,3,4,Bet nan,0.1765,Betula nana
2013,CT,3,5,Bet nan,0.2796,Betula nana
2013,CT,3,6,Bet nan,0.2857,Betula nana
2013,CT,3,7,Bet nan,0.359,Betula nana
2013,CT,3,8,Bet nan,0.0556,Betula nana
2013,F2,3,1,Bet nan,0.2651,Betula nana
2013,F2,3,2,Bet nan,0.2667,Betula nana
2013,F2,3,3,Bet nan,0.2995,Betula nana
2013,F2,3,4,Bet nan,0.1392,Betula nana
2013,F2,3,5,Bet nan,0.2449,Betula nana
2013,F2,3,6,Bet nan,0.2603,Betula nana
2013,F2,3,7,Bet nan,0.2927,Betula nana
2013,F2,3,8,Bet nan,0.2875,Betula nana
2013,F5,3,1,Bet nan,0.4,Betula nana
2013,F5,3,2,Bet nan,0.1955,Betula nana
2013,F5,3,3,Bet nan,0.3465,Betula nana
2013,F5,3,4,Bet nan,0.2951,Betula nana
2013,F5,3,5,Bet nan,0.3966,Betula nana
2013,F5,3,6,Bet nan,0.2094,Betula nana
2013,F5,3,7,Bet nan,0.2343,Betula nana
2013,F5,3,8,Bet nan,0.2679,Betula nana
2013,F10,3,1,Bet nan,0.3881,Betula nana
2013,F10,3,2,Bet nan,0.2991,Betula nana
2013,F10,3,3,Bet nan,0.1495,Betula nana
2013,F10,3,4,Bet nan,0.5638,Betula nana
2013,F10,3,5,Bet nan,0.5161,Betula nana
2013,F10,3,6,Bet nan,0.4218,Betula nana
2013,F10,3,7,Bet nan,0.425,Betula nana
2013,F10,3,8,Bet nan,0.4615,Betula nana
2014,CT,1,1,Bet nan,0.0918,Betula nana
2014,CT,1,2,Bet nan,0.1869,Betula nana
2014,CT,1,3,Bet nan,0.165,Betula nana
2014,CT,1,4,Bet nan,0.2723,Betula nana
2014,CT,1,5,Bet nan,0.2054,Betula nana
2014,CT,1,6,Bet nan,0.1731,Betula nana
2014,CT,1,7,Bet nan,0.1297,Betula nana
2014,CT,1,8,Bet nan,0.1639,Betula nana
2014,F2,1,1,Bet nan,0.114,Betula nana
2014,F2,1,2,Bet nan,0.1224,Betula nana
2014,F2,1,3,Bet nan,0.1865,Betula nana
2014,F2,1,4,Bet nan,0.201,Betula nana
2014,F2,1,5,Bet nan,0.2374,Betula nana
2014,F2,1,6,Bet nan,0.2366,Betula nana
2014,F2,1,7,Bet nan,0.0204,Betula nana
2014,F2,1,8,Bet nan,0.2116,Betula nana
2014,F5,1,1,Bet nan,0.1063,Betula nana
2014,F5,1,2,Bet nan,0.1681,Betula nana
2014,F5,1,3,Bet nan,0.5308,Betula nana
2014,F5,1,4,Bet nan,0.1641,Betula nana
2014,F5,1,5,Bet nan,0.0727,Betula nana
2014,F5,1,6,Bet nan,0.2691,Betula nana
2014,F5,1,7,Bet nan,0.1798,Betula nana
2014,F5,1,8,Bet nan,0.1667,Betula nana
2014,F10,1,1,Bet nan,0.3763,Betula nana
2014,F10,1,2,Bet nan,0.4107,Betula nana
2014,F10,1,3,Bet nan,0.3258,Betula nana
2014,F10,1,4,Bet nan,0.4149,Betula nana
2014,F10,1,5,Bet nan,0.1739,Betula nana
2014,F10,1,6,Bet nan,0.4188,Betula nana
2014,F10,1,7,Bet nan,0.3825,Betula nana
2014,F10,1,8,Bet nan,0.7071,Betula nana
2014,CT,2,1,Bet nan,0.1111,Betula nana
2014,CT,2,2,Bet nan,0.127,Betula nana
2014,CT,2,3,Bet nan,0.1714,Betula nana
2014,CT,2,4,Bet nan,0.2813,Betula nana
2014,CT,2,5,Bet nan,0.1311,Betula nana
2014,CT,2,6,Bet nan,0.0204,Betula nana
2014,CT,2,7,Bet nan,0.0532,Betula nana
2014,CT,2,8,Bet nan,0.1891,Betula nana
2014,F2,2,1,Bet nan,0.1118,Betula nana
2014,F2,2,2,Bet nan,0.216,Betula nana
2014,F2,2,3,Bet nan,0.1297,Betula nana
2014,F2,2,4,Bet nan,0.0891,Betula nana
2014,F2,2,5,Bet nan,0.1313,Betula nana
2014,F2,2,6,Bet nan,0.1143,Betula nana
2014,F2,2,7,Bet nan,0.1304,Betula nana
2014,F2,2,8,Bet nan,0.34,Betula nana
2014,F5,2,1,Bet nan,0.2245,Betula nana
2014,F5,2,2,Bet nan,0.2959,Betula nana
2014,F5,2,3,Bet nan,0.2,Betula nana
2014,F5,2,4,Bet nan,0.1939,Betula nana
2014,F5,2,5,Bet nan,0.2932,Betula nana
2014,F5,2,6,Bet nan,0.3102,Betula nana
2014,F5,2,7,Bet nan,0.201,Betula nana
2014,F5,2,8,Bet nan,0.342,Betula nana
2014,F10,2,1,Bet nan,0.1373,Betula nana
2014,F10,2,2,Bet nan,0.2886,Betula nana
2014,F10,2,3,Bet nan,0.2029,Betula nana
2014,F10,2,4,Bet nan,0.0345,Betula nana
2014,F10,2,5,Bet nan,0.0732,Betula nana
2014,F10,2,6,Bet nan,0.1124,Betula nana
2014,F10,2,7,Bet nan,0.1143,Betula nana
2014,F10,2,8,Bet nan,0.1558,Betula nana
2014,CT,3,1,Bet nan,0.0825,Betula nana
2014,CT,3,2,Bet nan,0.132,Betula nana
2014,CT,3,3,Bet nan,0.2251,Betula nana
2014,CT,3,4,Bet nan,0.1581,Betula nana
2014,CT,3,5,Bet nan,0.0896,Betula nana
2014,CT,3,6,Bet nan,0.1005,Betula nana
2014,CT,3,7,Bet nan,0.0619,Betula nana
2014,CT,3,8,Bet nan,0.2827,Betula nana
2014,F2,3,1,Bet nan,0.1622,Betula nana
2014,F2,3,2,Bet nan,0.1895,Betula nana
2014,F2,3,3,Bet nan,0.1762,Betula nana
2014,F2,3,4,Bet nan,0.0963,Betula nana
2014,F2,3,5,Bet nan,0.2412,Betula nana
2014,F2,3,6,Bet nan,0.2766,Betula nana
2014,F2,3,7,Bet nan,0.2718,Betula nana
2014,F2,3,8,Bet nan,0.2537,Betula nana
2014,F5,3,1,Bet nan,0.2621,Betula nana
2014,F5,3,2,Bet nan,0.1538,Betula nana
2014,F5,3,3,Bet nan,0.25,Betula nana
2014,F5,3,4,Bet nan,0.1683,Betula nana
2014,F5,3,5,Bet nan,0.2827,Betula nana
2014,F5,3,6,Bet nan,0.2105,Betula nana
2014,F5,3,7,Bet nan,0.2385,Betula nana
2014,F5,3,8,Bet nan,0.2333,Betula nana
2014,F10,3,1,Bet nan,0.3297,Betula nana
2014,F10,3,2,Bet nan,0.3535,Betula nana
2014,F10,3,3,Bet nan,0.3579,Betula nana
2014,F10,3,4,Bet nan,0.4946,Betula nana
2014,F10,3,5,Bet nan,0.359,Betula nana
2014,F10,3,6,Bet nan,0.5865,Betula nana
2014,F10,3,7,Bet nan,0.5436,Betula nana
2014,F10,3,8,Bet nan,0.6796,Betula nana
2015,CT,1,1,Bet nan,0.177,Betula nana
2015,CT,1,2,Bet nan,0.1611,Betula nana
2015,CT,1,3,Bet nan,0.1217,Betula nana
2015,CT,1,4,Bet nan,0.2927,Betula nana
2015,CT,1,5,Bet nan,0.2906,Betula nana
2015,F2,1,1,Bet nan,0.126,Betula nana
2015,F2,1,2,Bet nan,0.36,Betula nana
2015,F2,1,3,Bet nan,0.3288,Betula nana
2015,F2,1,4,Bet nan,0.0816,Betula nana
2015,F2,1,5,Bet nan,0.0684,Betula nana
2015,F5,1,1,Bet nan,0.229,Betula nana
2015,F5,1,2,Bet nan,0.0699,Betula nana
2015,F5,1,3,Bet nan,0.5362,Betula nana
2015,F5,1,4,Bet nan,0.2342,Betula nana
2015,F5,1,5,Bet nan,0.2149,Betula nana
2015,F10,1,1,Bet nan,0.7023,Betula nana
2015,F10,1,2,Bet nan,0.4483,Betula nana
2015,F10,1,3,Bet nan,0.3852,Betula nana
2015,F10,1,4,Bet nan,0.4242,Betula nana
2015,F10,1,5,Bet nan,0.597,Betula nana
2015,CT,2,1,Bet nan,0.3007,Betula nana
2015,CT,2,2,Bet nan,0.227,Betula nana
2015,CT,2,3,Bet nan,0.053,Betula nana
2015,CT,2,4,Bet nan,0.0161,Betula nana
2015,CT,2,5,Bet nan,0.243,Betula nana
2015,F2,2,1,Bet nan,0.1242,Betula nana
2015,F2,2,2,Bet nan,0.2169,Betula nana
2015,F2,2,3,Bet nan,0.1707,Betula nana
2015,F2,2,4,Bet nan,0.1724,Betula nana
2015,F2,2,5,Bet nan,0.16,Betula nana
2015,F5,2,1,Bet nan,0.2038,Betula nana
2015,F5,2,2,Bet nan,0.4098,Betula nana
2015,F5,2,3,Bet nan,0.2385,Betula nana
2015,F5,2,4,Bet nan,0.2014,Betula nana
2015,F5,2,5,Bet nan,0.1429,Betula nana
2015,F10,2,1,Bet nan,0.4094,Betula nana
2015,F10,2,2,Bet nan,0.2797,Betula nana
2015,F10,2,3,Bet nan,0.589,Betula nana
2015,F10,2,4,Bet nan,0.4474,Betula nana
2015,F10,2,5,Bet nan,0.5616,Betula nana
2015,CT,3,1,Bet nan,0.0781,Betula nana
2015,CT,3,2,Bet nan,0.129,Betula nana
2015,CT,3,3,Bet nan,0.1157,Betula nana
2015,CT,3,4,Bet nan,0.1197,Betula nana
2015,CT,3,5,Bet nan,0.1053,Betula nana
2015,F2,3,1,Bet nan,0.2171,Betula nana
2015,F2,3,2,Bet nan,0.0992,Betula nana
2015,F2,3,3,Bet nan,0.1167,Betula nana
2015,F2,3,4,Bet nan,0.1967,Betula nana
2015,F2,3,5,Bet nan,0.0857,Betula nana
2015,F5,3,1,Bet nan,0.1149,Betula nana
2015,F5,3,2,Bet nan,0.0462,Betula nana
2015,F5,3,3,Bet nan,0.2783,Betula nana
2015,F5,3,4,Bet nan,0.5906,Betula nana
2015,F5,3,5,Bet nan,0.2585,Betula nana
2015,F10,3,1,Bet nan,0.4417,Betula nana
2015,F10,3,2,Bet nan,0.3093,Betula nana
2015,F10,3,3,Bet nan,0.2593,Betula nana
2015,F10,3,4,Bet nan,0.2281,Betula nana
2015,F10,3,5,Bet nan,0.4485,Betula nana
2016,CT,1,1,Bet nan,0.1667,Betula nana
2016,CT,1,2,Bet nan,0.2,Betula nana
2016,CT,1,3,Bet nan,0.129,Betula nana
2016,CT,1,4,Bet nan,0.1176,Betula nana
2016,CT,1,5,Bet nan,0.0667,Betula nana
2016,CT,1,6,Bet nan,0.1132,Betula nana
2016,CT,1,7,Bet nan,0.1739,Betula nana
2016,CT,1,8,Bet nan,0.1761,Betula nana
2016,F2,1,1,Bet nan,0.1455,Betula nana
2016,F2,1,2,Bet nan,0.2519,Betula nana
2016,F2,1,3,Bet nan,0.1154,Betula nana
2016,F2,1,4,Bet nan,0.1311,Betula nana
2016,F2,1,5,Bet nan,0.2609,Betula nana
2016,F2,1,6,Bet nan,0.1022,Betula nana
2016,F2,1,7,Bet nan,0.2532,Betula nana
2016,F2,1,8,Bet nan,0.297,Betula nana
2016,F5,1,1,Bet nan,0.1395,Betula nana
2016,F5,1,2,Bet nan,0.197,Betula nana
2016,F5,1,3,Bet nan,0.15,Betula nana
2016,F5,1,4,Bet nan,0.144,Betula nana
2016,F5,1,5,Bet nan,0.1304,Betula nana
2016,F5,1,6,Bet nan,0.2923,Betula nana
2016,F5,1,7,Bet nan,0.1026,Betula nana
2016,F5,1,8,Bet nan,0.1732,Betula nana
2016,F10,1,1,Bet nan,0.2314,Betula nana
2016,F10,1,2,Bet nan,0.0476,Betula nana
2016,F10,1,3,Bet nan,0.1774,Betula nana
2016,F10,1,4,Bet nan,0.2778,Betula nana
2016,F10,1,5,Bet nan,0.4545,Betula nana
2016,F10,1,6,Bet nan,0.2222,Betula nana
2016,F10,1,7,Bet nan,0.2344,Betula nana
2016,F10,1,8,Bet nan,0.2353,Betula nana
2016,CT,2,1,Bet nan,0.0984,Betula nana
2016,CT,2,2,Bet nan,0.1633,Betula nana
2016,CT,2,3,Bet nan,0.1061,Betula nana
2016,CT,2,4,Bet nan,0.186,Betula nana
2016,CT,2,5,Bet nan,0.1452,Betula nana
2016,CT,2,6,Bet nan,0.0889,Betula nana
2016,CT,2,7,Bet nan,0.2075,Betula nana
2016,CT,2,8,Bet nan,0.1667,Betula nana
2016,F2,2,1,Bet nan,0.1273,Betula nana
2016,F2,2,2,Bet nan,0.1616,Betula nana
2016,F2,2,3,Bet nan,0.2388,Betula nana
2016,F2,2,4,Bet nan,0.0506,Betula nana
2016,F2,2,5,Bet nan,0.2261,Betula nana
2016,F2,2,6,Bet nan,0.1026,Betula nana
2016,F2,2,7,Bet nan,0.1463,Betula nana
2016,F2,2,8,Bet nan,0.0964,Betula nana
2016,F5,2,1,Bet nan,0.1758,Betula nana
2016,F5,2,2,Bet nan,0.0851,Betula nana
2016,F5,2,3,Bet nan,0.3077,Betula nana
